timestamp,cpu_percent,ram_mb,threads,sys_ram_used_mb,sys_ram_percent
2025-06-05T10:45:36.606402,33.8,61.9375,19,5754.78125,77.9
2025-06-05T10:45:38.607616,32.0,45.828125,19,5865.125,77.2
2025-06-05T10:45:40.609358,36.4,63.015625,19,5860.53125,77.4
2025-06-05T10:45:42.614800,32.2,63.828125,19,5910.390625,77.1
2025-06-05T10:45:44.620194,33.1,63.828125,19,6006.46875,76.8
2025-06-05T10:45:46.626034,31.4,46.453125,19,5901.609375,77.5
2025-06-05T10:45:48.629928,28.4,63.671875,19,5899.609375,77.1
2025-06-05T10:45:50.634463,31.8,63.203125,19,5955.375,77.7
2025-06-05T11:09:29.461329,3.9,58.40625,11,7055.859375,62.6
2025-06-05T11:09:31.486163,0.5,58.5625,11,7536.640625,65.5
2025-06-05T11:09:33.522808,0.9,58.765625,11,7604.625,65.9
2025-06-05T11:09:35.525017,3.2,60.0,11,7587.640625,66.1
2025-06-05T11:09:37.526757,6.2,39.984375,11,7527.03125,69.5
2025-06-05T11:09:39.528992,2.2,51.140625,11,7451.796875,70.9
2025-06-05T11:09:41.532045,19.1,59.15625,11,7097.390625,71.8
2025-06-05T11:09:43.537042,16.5,57.359375,19,6867.390625,71.9
2025-06-05T11:09:45.540539,9.2,65.671875,19,6701.1875,72.1
2025-06-05T11:09:47.544919,23.1,66.375,19,6627.84375,72.9
2025-06-05T11:09:49.549052,32.2,63.546875,19,6427.296875,74.3
2025-06-05T11:09:51.553931,23.6,63.390625,19,6280.046875,74.3
2025-06-05T11:09:53.558967,31.5,63.046875,19,6235.671875,74.9
2025-06-05T11:09:55.561870,26.5,66.703125,19,6202.734375,75.4
2025-06-05T11:09:57.565776,28.3,66.796875,19,6192.1875,75.4
2025-06-05T11:09:59.566320,27.8,64.890625,19,6193.703125,75.4
2025-06-05T11:10:01.571100,24.4,64.984375,19,6159.9375,75.6
2025-06-05T11:10:03.571937,29.8,57.375,19,6090.484375,76.2
2025-06-05T11:10:05.579171,28.2,65.234375,19,6052.625,76.1
2025-06-05T11:10:07.583297,26.5,65.125,19,6094.09375,76.1
2025-06-05T11:10:09.586641,29.8,65.171875,19,6044.171875,75.7
2025-06-05T11:10:11.591391,25.1,59.296875,19,6057.21875,76.5
2025-06-05T11:10:13.595033,31.6,63.765625,19,6006.28125,76.4
2025-06-05T11:10:15.599975,26.0,55.421875,19,5988.25,76.4
2025-06-05T11:10:17.603201,31.2,55.015625,19,5923.953125,76.8
2025-06-05T11:10:19.604867,24.7,54.984375,19,5957.9375,77.3
2025-06-05T11:10:21.610391,28.8,62.625,19,5921.1875,76.9
2025-06-05T11:10:23.611728,28.4,62.796875,19,5969.328125,76.9
2025-06-05T11:10:25.612959,22.6,64.03125,19,5914.796875,77.1
2025-06-05T11:10:27.616704,30.9,64.609375,19,5925.421875,77.3
2025-06-05T11:10:29.621028,25.0,64.765625,19,6023.125,76.6
2025-06-05T11:10:31.621672,23.9,64.65625,19,5980.046875,76.7
2025-06-05T11:10:33.627282,31.3,62.96875,19,5934.0,76.8
2025-06-05T11:10:35.632549,23.5,63.34375,19,5898.765625,77.0
2025-06-05T11:10:37.653229,31.0,62.546875,19,5891.9375,76.9
2025-06-05T11:10:39.659044,25.7,62.46875,19,5891.71875,76.4
2025-06-05T11:10:41.659657,26.5,64.109375,19,6001.59375,76.6
2025-06-05T11:10:43.664924,29.9,52.453125,19,5927.078125,76.9
2025-06-05T11:10:45.671733,23.7,51.421875,19,5920.40625,76.8
2025-06-05T11:10:47.673496,32.3,48.75,19,5950.609375,76.8
2025-06-05T11:10:49.679251,25.4,63.75,19,5952.625,76.9
2025-06-05T11:10:51.679863,28.0,61.625,19,6022.140625,76.5
2025-06-05T11:10:53.681079,28.6,61.484375,19,5991.171875,76.7
2025-06-05T11:10:55.686388,27.1,61.125,19,5961.421875,76.7
2025-06-05T11:10:57.689245,28.6,47.6875,19,5944.359375,76.8
2025-06-05T11:10:59.694660,26.3,64.109375,19,5911.859375,77.0
2025-06-05T11:11:01.698965,31.5,63.65625,19,5906.859375,77.6
2025-06-05T11:11:03.704973,24.7,63.625,19,5822.078125,77.4
2025-06-05T11:11:05.705346,29.9,63.234375,19,5825.53125,77.3
2025-06-05T11:11:07.713935,26.3,63.40625,19,5832.03125,77.1
2025-06-05T11:11:09.715016,27.8,62.625,19,5884.28125,77.5
2025-06-05T11:11:11.720882,31.5,62.59375,19,5861.859375,77.6
2025-06-05T11:11:13.722119,24.3,62.734375,19,5821.109375,77.5
2025-06-05T11:11:15.726976,31.0,45.90625,19,5887.0625,77.5
2025-06-05T11:11:17.727874,27.0,63.171875,19,5909.28125,77.2
2025-06-05T11:11:19.728331,29.1,62.546875,19,5846.625,77.2
2025-06-05T11:11:21.732931,27.4,62.671875,19,5836.15625,77.5
2025-06-05T11:11:23.738397,29.8,45.203125,19,5812.484375,77.3
2025-06-05T11:11:25.742340,24.9,45.34375,19,5898.25,77.2
2025-06-05T11:11:27.747635,31.2,62.859375,19,5889.578125,76.9
2025-06-05T11:11:29.766494,26.8,62.359375,19,5883.640625,77.3
2025-06-05T11:11:31.780572,29.6,62.0,19,5784.609375,77.6
2025-06-05T11:11:33.783068,25.4,45.0,19,5764.390625,78.0
2025-06-05T11:11:35.785805,33.0,62.6875,19,5776.265625,77.6
2025-06-05T11:11:37.791149,24.6,62.34375,19,5844.0625,77.2
2025-06-05T11:11:39.796615,31.6,62.78125,19,5839.0625,77.2
2025-06-05T11:11:41.799077,24.5,55.984375,19,5804.0625,77.0
2025-06-05T11:11:43.804297,28.9,46.71875,19,5820.546875,76.9
2025-06-05T11:11:45.810621,28.9,63.328125,19,5841.09375,77.1
2025-06-05T11:11:47.814528,19.7,63.265625,19,5890.78125,77.0
2025-06-05T11:11:49.820121,32.0,62.953125,19,5894.859375,77.4
2025-06-05T11:11:51.823072,24.9,63.265625,19,5846.3125,77.2
2025-06-05T11:11:53.828301,26.4,62.796875,19,5853.25,77.2
2025-06-05T11:11:55.831356,29.4,63.078125,19,5872.734375,77.5
2025-06-05T11:11:57.834299,28.7,45.875,19,5827.796875,78.0
2025-06-05T11:11:59.838881,27.4,45.5625,19,5802.28125,77.6
2025-06-05T11:12:01.840109,29.7,62.3125,19,5856.34375,77.6
2025-06-05T11:12:03.844350,27.5,62.375,19,5839.671875,77.4
2025-06-05T11:12:05.847594,23.9,61.75,19,5862.640625,77.6
2025-06-05T11:12:07.852925,29.2,61.8125,19,5838.09375,77.5
2025-06-05T11:12:09.855730,27.4,45.75,19,5783.515625,77.6
2025-06-05T11:12:11.861311,20.8,63.0625,19,5759.375,78.0
2025-06-05T11:12:13.867534,28.0,62.78125,19,5807.140625,78.2
2025-06-05T11:12:15.868124,27.3,63.234375,19,5710.25,77.9
2025-06-05T11:12:17.872782,23.5,63.515625,19,5779.8125,77.7
2025-06-05T11:12:19.873677,33.6,63.1875,19,5813.5625,78.1
2025-06-05T11:12:21.874404,26.2,63.21875,19,5745.203125,77.7
2025-06-05T11:12:23.879365,28.2,62.671875,19,5822.6875,77.3
2025-06-05T11:12:25.881447,26.9,46.03125,19,5887.46875,77.1
2025-06-05T11:12:27.887149,28.4,62.9375,19,5848.40625,77.6
2025-06-05T11:12:29.888379,30.7,62.921875,19,5848.96875,77.6
2025-06-05T11:12:31.890534,26.0,62.40625,19,5797.78125,77.4
2025-06-05T11:12:33.895162,25.0,45.59375,19,5855.0,77.7
2025-06-05T11:12:35.898569,23.5,44.375,19,5832.984375,80.6
2025-06-05T11:12:37.900222,29.9,63.125,19,5883.28125,79.0
2025-06-05T11:12:39.906388,28.0,63.765625,19,5938.515625,77.6
2025-06-05T11:12:41.910812,24.3,45.140625,19,5956.109375,77.7
2025-06-05T11:12:43.916398,31.0,45.765625,19,5885.203125,77.9
2025-06-05T11:12:45.919804,28.6,62.265625,19,5885.609375,78.1
2025-06-05T11:12:47.925206,29.2,62.5,19,5869.296875,78.3
2025-06-05T11:12:49.928287,26.3,62.796875,19,5865.984375,78.2
2025-06-05T11:12:51.928842,28.9,45.609375,19,5885.375,78.3
2025-06-05T11:12:53.930903,26.9,45.25,19,5936.8125,78.1
2025-06-05T11:12:55.951920,27.9,62.4375,19,5891.625,78.3
2025-06-05T11:12:57.959234,29.3,62.328125,19,5883.53125,78.4
2025-06-05T11:12:59.960136,22.8,45.28125,19,5908.53125,77.6
2025-06-05T11:13:01.961007,31.7,45.390625,19,5954.078125,77.6
2025-06-05T11:13:03.964345,24.8,62.65625,19,5940.46875,77.4
2025-06-05T11:13:05.971458,31.7,62.609375,19,5916.96875,77.9
2025-06-05T11:13:07.972487,24.4,62.3125,19,5930.859375,77.8
2025-06-05T11:13:09.978006,31.0,45.046875,19,5889.109375,78.6
2025-06-05T11:13:11.978424,25.1,45.125,19,5836.734375,78.5
2025-06-05T11:13:13.979663,33.1,62.5,19,5898.25,78.1
2025-06-05T11:13:15.983697,23.3,62.203125,19,5855.265625,78.3
2025-06-05T11:13:17.988893,33.4,46.1875,19,5800.625,78.8
2025-06-05T11:13:19.994031,23.8,46.34375,19,5796.65625,78.5
2025-06-05T11:13:21.997614,24.7,62.78125,19,5824.609375,78.5
2025-06-05T11:13:24.001796,33.4,62.671875,19,5836.46875,78.2
2025-06-05T11:13:26.002588,19.8,61.203125,19,5864.546875,78.1
2025-06-05T11:13:28.005151,33.8,46.734375,19,5769.328125,78.5
2025-06-05T11:13:30.008554,22.0,62.8125,19,5835.109375,78.0
2025-06-05T11:13:32.009135,29.7,62.796875,19,5888.546875,77.8
2025-06-05T11:13:34.015039,26.3,62.15625,19,5932.421875,77.9
2025-06-05T11:13:36.020472,23.6,45.78125,19,5966.734375,78.0
2025-06-05T11:13:38.022059,28.7,62.90625,19,5847.234375,78.4
2025-06-05T11:13:40.025385,29.3,61.890625,19,5827.171875,78.1
2025-06-05T11:13:42.030386,23.6,45.875,19,5885.421875,77.9
2025-06-05T11:13:44.032881,29.0,63.375,19,5900.484375,77.4
2025-06-05T11:13:46.036826,26.5,63.53125,19,5976.59375,77.6
2025-06-05T11:13:48.042528,29.3,63.34375,19,6003.765625,77.6
2025-06-05T11:13:50.048467,27.2,63.0625,19,5891.78125,77.7
2025-06-05T11:13:52.049332,30.3,45.34375,19,5913.34375,78.5
2025-06-05T11:13:54.051169,26.6,63.375,19,5906.953125,78.4
2025-06-05T11:13:56.056229,31.5,63.375,19,5905.484375,78.1
2025-06-05T11:13:58.058250,23.9,62.71875,19,5939.203125,77.9
2025-06-05T11:14:00.059079,31.5,63.625,19,5976.578125,77.9
2025-06-05T11:14:02.061633,23.8,63.65625,19,5966.28125,77.4
2025-06-05T11:14:04.066926,27.2,65.53125,19,5895.0625,77.6
2025-06-05T11:14:06.073400,30.1,45.28125,19,5855.5,79.1
2025-06-05T11:14:08.074927,24.9,62.140625,19,5852.359375,79.0
2025-06-05T11:23:29.953082,3.9,58.328125,11,6619.71875,61.3
2025-06-05T11:23:31.958281,0.5,58.515625,11,6842.25,62.6
2025-06-05T11:23:33.963753,0.7,58.71875,11,7152.203125,64.5
2025-06-05T11:23:35.969161,3.9,60.46875,11,7438.25,66.2
2025-06-05T11:23:37.971844,5.5,62.453125,11,7513.875,67.1
2025-06-05T11:23:39.976238,2.8,44.984375,11,7434.390625,70.7
2025-06-05T11:23:41.979625,25.1,61.421875,13,7105.828125,72.5
2025-06-05T11:23:43.980603,28.6,65.953125,13,6673.203125,73.2
2025-06-05T11:23:45.981444,28.6,66.09375,14,6513.828125,73.5
2025-06-05T11:23:47.986989,28.3,63.984375,15,6516.828125,73.7
2025-06-05T11:23:49.990307,31.9,62.546875,15,6261.28125,75.6
2025-06-05T11:23:51.994884,27.7,56.078125,15,6139.5625,75.8
2025-06-05T11:23:54.001955,31.4,63.015625,15,5943.453125,77.1
2025-06-05T11:23:56.016356,27.0,62.828125,15,5792.65625,77.5
2025-06-05T11:23:58.019672,33.1,61.921875,15,5776.546875,78.3
2025-06-05T11:24:00.022983,29.1,45.125,15,5715.90625,78.7
2025-06-05T11:24:02.028715,28.6,45.75,15,5633.90625,78.9
2025-06-05T12:05:41.696566,3.1,48.15625,11,6795.625,76.5
2025-06-05T12:05:43.701472,1.1,49.234375,11,6496.375,76.8
2025-06-05T12:05:45.705040,0.9,49.34375,11,6376.578125,78.3
2025-06-05T12:05:47.711531,0.8,49.171875,11,6203.703125,82.1
2025-06-05T12:05:49.725657,5.6,36.28125,11,5896.1875,83.0
2025-06-05T12:05:51.784740,16.8,45.53125,13,5567.78125,83.5
2025-06-05T12:05:53.932901,8.5,32.65625,13,5797.984375,84.6
2025-06-05T12:05:55.941462,4.5,32.609375,13,6021.328125,84.3
2025-06-05T12:05:57.993783,28.6,65.140625,13,5779.28125,83.7
2025-06-05T12:06:00.000607,13.6,37.46875,13,5791.0625,83.4
2025-06-05T12:06:02.007726,27.0,44.234375,19,5669.21875,84.2
2025-06-05T12:06:04.014594,29.4,45.796875,19,5582.5,84.4
2025-06-05T12:06:06.018039,39.5,61.203125,19,5583.1875,84.3
2025-06-05T12:06:08.024290,32.1,45.453125,19,5568.34375,84.3
2025-06-05T12:06:10.027488,26.9,44.890625,19,5604.296875,84.3
2025-06-05T12:06:12.031487,31.2,44.484375,19,5706.75,83.8
2025-06-05T12:06:14.037751,38.8,61.78125,19,5601.046875,84.4
2025-06-05T12:06:16.040352,30.8,44.96875,19,5708.40625,83.6
2025-06-05T12:06:18.050592,33.7,45.4375,19,5630.9375,84.4
2025-06-05T12:06:20.052730,29.4,43.78125,19,5678.25,83.7
2025-06-05T12:06:22.058574,31.6,45.09375,19,5592.75,83.9
2025-06-05T12:06:24.065570,33.3,44.828125,19,5586.078125,84.2
2025-06-05T12:06:26.070440,26.0,45.25,19,5650.625,83.9
2025-06-05T12:06:28.075723,30.8,45.0,19,5688.640625,83.6
2025-06-05T12:06:30.080691,30.2,43.578125,19,5683.75,84.0
2025-06-05T12:06:32.081351,37.0,60.828125,19,5576.9375,84.3
2025-06-05T12:06:34.139707,26.0,40.15625,19,5760.96875,84.5
2025-06-05T12:06:36.145658,29.4,45.34375,19,5853.5,83.0
2025-06-05T12:06:38.154790,31.4,43.09375,19,5729.984375,83.9
2025-06-05T12:06:40.158224,38.1,60.09375,19,5594.890625,84.1
2025-06-05T12:06:42.165086,26.2,44.328125,19,5882.34375,84.7
2025-06-05T12:06:44.175950,32.9,44.921875,19,5875.015625,84.0
2025-06-05T12:06:46.185545,23.5,44.40625,19,5762.25,83.7
2025-06-05T12:06:48.198222,18.8,40.28125,19,5755.890625,83.3
2025-06-05T12:06:50.209735,16.4,61.25,19,5421.125,68.6
2025-06-05T12:06:52.213731,14.4,61.515625,19,4611.375,61.0
